,Min,Max,Value,Test Name,Comment,ID,density,polymer
387,1.32,1.36,NA,ASTM D792,NA,462,1.34,Vinyl (PVC)
388,NA,NA,1.16,ISO R 1183,NA,464,1.16,Nylon 6
389,NA,NA,1.36,STN EN ISO 1183-1,NA,466,1.36,Nylon 66
390,NA,NA,1.25,ASTM D792,NA,467,1.25,Polyphenylene EtherPPO
391,NA,NA,0.91,NA,NA,468,0.91,PP
392,NA,NA,1.3,ASTM D792,NA,469,1.3,PC
393,NA,NA,0.98,NA,NA,470,0.98,Rubber or Thermoset Elastomer
394,NA,NA,0.98,NA,NA,470,0.98,Silicone
395,NA,NA,1.19,ASTM D792,NA,472,1.19,Thermoplastic Polyurethane
396,NA,NA,1.19,ASTM D792,NA,472,1.19,Thermoplastic Elastomers
397,NA,NA,1.95,ISO 1183-A,50% RH,473,1.95,Phenolic
398,NA,NA,0.919,ASTM D1505,NA,474,0.919,LDPE
399,NA,NA,0.05,ISO 845,NA,476,0.05,PP
400,NA,NA,1.24,ISO 1183,NA,478,1.24,ABS
401,NA,NA,1.07,ISO 1183,NA,480,1.07,Acrylonitrile-Styrene-Acrylate 
402,NA,NA,1.57,ASTM D792,NA,482,1.57,Polyethylene Terephthalate
403,1.19,1.23,NA,ISO R 1183,NA,483,1.21,Vinyl (PVC)
404,NA,NA,0.88,ASTM D792,NA,484,0.88,Thermoplastic Elastomers
405,NA,NA,1.6,ASTM D792,NA,485,1.6,Polyphenylene Sulfide (PPS)
406,NA,NA,1.31,ASTM D792,NA,487,1.31,PC
407,NA,NA,0.905,ASTM D1505,NA,488,0.905,PP
408,NA,NA,1.04,NA,NA,489,1.04,ABS
409,NA,NA,1.3,ASTM D792,NA,490,1.3,Vinyl (PVC)
410,NA,NA,1.3,ASTM D792,NA,490,1.3,Thermoplastic Elastomers
411,NA,NA,1.22,ASTM D792,NA,491,1.22,Thermoplastic Polyurethane
412,NA,NA,1.43,NA,NA,492,1.43,Vinyl (PVC)
413,NA,NA,1.28,ASTM D792,NA,493,1.28,Cellulosic
414,NA,NA,1.32,ASTM D955,NA,494,1.32,Nylon 6
415,NA,NA,1.05,NA,NA,499,1.05,Polystyrene
416,NA,NA,1.29,ASTM D792,DIN 53479,501,1.29,Nylon 66
417,NA,NA,1.6,ASTM D-792,NA,502,1.6,PTFE
418,NA,NA,1.37,ASTM D792,NA,503,1.37,Thermoplastic Elastomers
419,NA,NA,1.54,ASTM D792,NA,505,1.54,Nylon 66
420,NA,NA,1.45,NA,NA,507,1.45,Vinyl (PVC)
421,NA,NA,1.12,NA,NA,508,1.12,PP
422,NA,NA,1.5,DIN 53479,NA,510,1.5,PC
423,1.15,1.35,NA,IEC 1212-2 7.2,NA,511,1.25,Phenolic
424,NA,NA,2.4,NA,NA,512,2.4,Silicone
425,NA,NA,1.145,ASTM D792,NA,513,1.145,Polystyrene
426,NA,NA,1.17,ASTM D792,NA,514,1.17,Thermoplastic Elastomers
427,NA,NA,1.44,ASTM D792,NA,515,1.44,Nylon 66
428,NA,NA,1.45,ASTM D792,NA,518,1.45,Polybutylene Terephthalate
429,NA,NA,1.12,DIN 53479,NA,519,1.12,Thermoplastic Polyurethane
430,NA,NA,1.12,DIN 53479,NA,519,1.12,Thermoplastic Elastomers
431,NA,NA,1.1,ISO 1183,NA,520,1.1,Nylon 6
432,NA,NA,1.73,ASTM D792,NA,521,1.73,Nylon 66
433,NA,NA,0.949,ISO 1183,NA,522,0.949,HDPE
434,1.8,1.9,NA,NA,Molded,525,1.85,Thermoset Polyester
435,NA,NA,1.47,NA,NA,527,1.47,Vinyl (PVC)
436,NA,NA,1.19,ISO 2781,NA,528,1.19,Thermoplastic Polyurethane
437,NA,NA,1.66,ASTM D792,NA,529,1.66,Polybutylene Terephthalate
438,NA,NA,1.48,NA,NA,530,1.48,Nylon 66
439,0.97,1.05,NA,ASTM D792,NA,531,1.01,PP
440,NA,NA,1.01,NA,NA,532,1.01,PP
441,NA,NA,0.9,ASTM D1505,NA,533,0.9,PP
442,NA,NA,1.18,NA,NA,534,1.18,Rubber or Thermoset Elastomer
443,NA,NA,1.05,NA,NA,537,1.05,AcrylicCyanoacrylate Adhesive
444,NA,NA,1.19,ISO 1183,NA,539,1.19,PMMA
445,NA,NA,1.22,ASTM D792,NA,542,1.22,PP
446,NA,NA,1.21,ISO 1183,NA,543,1.21,Nylon 6
447,NA,NA,1.14,ASTM D792,NA,544,1.14,Nylon 66
448,NA,NA,1.06,NA,NA,545,1.06,ABS
449,1.53,1.57,NA,ISO R 1184,NA,546,1.55,Vinyl (PVC)
450,NA,NA,0.98,ASTM D792,NA,547,0.98,Thermoplastic Elastomers
451,NA,NA,1.12,NA,NA,548,1.12,ABS
452,NA,NA,1.12,NA,NA,548,1.12,PC
453,NA,NA,0.9,ASTM D792,NA,550,0.9,Thermoplastic Elastomers
454,NA,NA,1.04,ASTM D792,NA,551,1.04,PP
455,NA,NA,1.89,NA,NA,552,1.89,PTFE
456,1.17,1.21,NA,ISO R 1183,NA,553,1.19,Vinyl (PVC)
457,NA,NA,1.37,ASTM D792,NA,555,1.37,PC
458,NA,NA,1.04,ISO 1183,NA,558,1.04,ABS
459,NA,NA,1.06,NA,NA,559,1.06,Rubber or Thermoset Elastomer
460,NA,NA,2.08,ASTM D792,NA,561,2.08,Epoxy
461,NA,NA,1.48,ASTM D792,NA,562,1.48,Acetal
462,NA,NA,1.27,STN 64 0111,NA,563,1.27,PP
463,NA,NA,1.08,ASTM D792,NA,564,1.08,Nylon 66
464,NA,NA,1.14,NA,NA,565,1.14,Nylon 6
465,NA,NA,1.79,ASTM D792,NA,566,1.79,Polyethylene Terephthalate
466,NA,NA,1.1,NA,NA,567,1.1,Rubber or Thermoset Elastomer
467,NA,NA,1.1,NA,NA,567,1.1,Silicone
468,NA,NA,1.09,NA,NA,568,1.09,Epoxy
469,NA,NA,0.94,NA,NA,568,0.94,Epoxy
470,NA,NA,1.04,ISO 1183,NA,569,1.04,Polystyrene
471,NA,NA,1.09,NA,NA,570,1.09,AcrylicCyanoacrylate Adhesive
472,NA,NA,1.21,ASTM D792,NA,571,1.21,Thermoplastic Polyurethane
473,NA,NA,1.21,ASTM D792,NA,571,1.21,Thermoplastic Elastomers
474,NA,NA,1.05,NA,NA,572,1.05,AcrylicCyanoacrylate Adhesive
475,NA,NA,1.25,ISO 1183,NA,573,1.25,PC
476,NA,NA,0.888,ASTM D792,NA,574,0.888,Thermoplastic Elastomers
477,NA,NA,0.9,NA,NA,576,0.9,PP
478,NA,NA,0.96,NA,NA,577,0.96,PP
479,NA,NA,1.1,ASTM D 792,NA,578,1.1,Polystyrene
480,NA,NA,0.93,ISO 1183,NA,579,0.93,Ethylene Vinyl Acetate
481,NA,NA,1.19,ISO 1183,NA,580,1.19,Acrylonitrile-Styrene-Acrylate 
482,NA,NA,1.19,ISO 1183,NA,580,1.19,PC
483,NA,NA,1.38,ISO 1183,NA,581,1.38,Nylon 6
484,NA,NA,0.938,ASTM D4883,NA,583,0.938,LLDPE
485,NA,NA,1.3,ASTM D792,NA,584,1.3,ABS
486,NA,NA,1.3,ASTM D792,NA,584,1.3,Polybutylene Terephthalate
487,NA,NA,1.2,ASTM D792,NA,585,1.2,Cellulosic
488,NA,NA,0.966,ASTM D792,NA,586,0.966,Thermoplastic Elastomers
489,NA,NA,1.45,STN 64 0111,NA,587,1.45,Nylon 66
490,NA,NA,0.917,ASTM D4883,NA,588,0.917,LLDPE
491,NA,NA,1.24,ASTM D792,NA,589,1.24,PC
492,NA,NA,0.95,"ASTM D792, ISO 1183",NA,590,0.95,Ethylene Vinyl Acetate
493,NA,NA,0.935,ISO 1183,NA,592,0.935,Ethylene Vinyl Acetate
494,NA,NA,1.44,ASTM D 792,NA,595,1.44,Polyphthalamide (PPA)
495,NA,NA,2.15,ISO 12086,NA,597,2.15,PTFE
496,NA,NA,1.11,ASTM D792,NA,598,1.11,ABS
497,NA,NA,1.4,NA,NA,602,1.4,Rubber or Thermoset Elastomer
498,NA,NA,1.18,ASTM D792,NA,604,1.18,PC
499,NA,NA,1.08,ASTM D792,NA,606,1.08,Polystyrene
500,NA,NA,2.1,NA,Cured,607,2.1,Epoxy
501,NA,NA,1.51,ASTM D792,NA,608,1.51,Polybutylene Terephthalate
502,NA,NA,0.9,ASTM D792,NA,610,0.9,PP
503,1.37,1.41,NA,ASTM D-792,NA,611,1.39,Vinyl (PVC)
504,NA,NA,1.22,ASTM 792,NA,612,1.22,Thermoplastic Elastomers
505,NA,NA,1.2,ASTM D792,NA,613,1.2,ABS
506,NA,NA,2.64,ASTM D792,NA,614,2.64,Polybutylene Terephthalate
507,NA,NA,0.95,ASTM D792,NA,615,0.95,PP
508,1.32,1.36,NA,ASTM D-792,NA,616,1.34,Vinyl (PVC)
509,NA,NA,1.1,ASTM D792,NA,617,1.1,ABS
510,NA,NA,1.1,ASTM D792,NA,617,1.1,PC
511,NA,NA,1.73,ASTM D792,NA,618,1.73,Nylon 66
512,NA,NA,1.25,ASTM D 792,NA,619,1.25,PMMA
513,NA,NA,1.25,ASTM D 792,NA,619,1.25,PC
514,NA,NA,1.3,ASTM D792,NA,620,1.3,Vinyl (PVC)
515,NA,NA,1.3,ASTM D792,NA,620,1.3,Thermoplastic Elastomers
516,NA,NA,1.28,ISO 1183,NA,622,1.28,PC
517,NA,NA,1.35,ASTM D 792,NA,623,1.35,Polybutylene Terephthalate
518,NA,NA,1.08,ASTM-D792,NA,624,1.08,ABS
519,2.3,2.4,NA,NA,NA,626,2.35,Epoxy
520,NA,NA,1.39,ASTM D792,NA,629,1.39,Vinyl (PVC)
521,NA,NA,0.92,NA,NA,630,0.92,LLDPE
522,NA,NA,0.88,ASTM D792,NA,631,0.88,Thermoplastic Elastomers
523,NA,NA,0.918,ASTM D792,NA,632,0.918,LDPE
524,NA,NA,1.54,ASTM D792,NA,634,1.54,Polybutylene Terephthalate
525,NA,NA,1.14,ASTM D792,NA,637,1.14,PP
526,NA,NA,1.27,ASTM D 792,NA,640,1.27,Polybutylene Terephthalate
527,NA,NA,1.03,NA,NA,641,1.03,AcrylicCyanoacrylate Adhesive
528,NA,NA,0.1,NA,NA,642,0.1,Aramid
529,NA,NA,0.1,NA,NA,642,0.1,Phenolic
530,NA,NA,0.9,ASTM D1505,NA,643,0.9,PP
531,NA,NA,1.12,NA,NA,644,1.12,Rubber or Thermoset Elastomer
532,NA,NA,1.12,NA,NA,644,1.12,Silicone
533,NA,NA,1.37,ASTM D792,NA,645,1.37,Vinyl (PVC)
534,NA,NA,1.36,STN 64 0111,NA,646,1.36,Nylon 66
535,NA,NA,1.05,ISO 1183,NA,647,1.05,ABS
536,NA,NA,0.919,ASTM D1505,NA,648,0.919,LLDPE
537,NA,NA,1.13,ISO 1183,NA,649,1.13,PMMA
538,NA,NA,1.45,ASTM D792,NA,650,1.45,Polyphthalamide (PPA)
539,NA,NA,1.47,STN 64 0111,NA,651,1.47,Nylon 6
540,1.31,1.35,NA,ASTM D-792,NA,653,1.33,Vinyl (PVC)
541,0.021,0.035,NA,NA,NA,654,0.028,Polystyrene
542,NA,NA,1.04,NA,NA,655,1.04,Rubber or Thermoset Elastomer
543,NA,NA,1.49,ASTM D 792,NA,656,1.49,Polyphenylene Sulfide (PPS)
544,NA,NA,1.2,ASTM D792,NA,657,1.2,PC
545,0.959,0.965,NA,ASTM D792-98,NA,658,0.962,HDPE
546,NA,NA,1.06,ASTM D792,NA,659,1.06,ABS
547,NA,NA,1.2,ASTM D792,NA,661,1.2,PC
548,NA,NA,0.918,ASTM D1505,NA,663,0.918,LDPE
549,NA,NA,1.25,STN 64 0111,NA,664,1.25,PP
550,NA,NA,0.895,ASTM D4883,NA,665,0.895,PP
551,NA,NA,1.41,ASTM D790,NA,666,1.41,Acetal
552,NA,NA,1.02,ASTM D792,NA,667,1.02,Styrene-Butadiene Thermoplastics
553,0.9,0.91,NA,ISO 1183,NA,668,0.905,PP
554,1.39,NA,NA,NA,NA,669,NA,Polyethylene Terephthalate
555,NA,NA,0.952,ASTM D1505,NA,670,0.952,HDPE
556,NA,NA,1.32,ASTM D792,NA,671,1.32,Nylon 66
557,NA,NA,1.13,NA,NA,672,1.13,Epoxy
558,NA,NA,1.16,ASTM D792,NA,673,1.16,Polystyrene
559,NA,NA,1.18,ASTM D792,NA,674,1.18,PMMA
560,NA,NA,1.13,ASTM D792,NA,675,1.13,PP
561,0.16,0.32,NA,ASTM D 1056,NA,677,0.24,Rubber or Thermoset Elastomer
562,NA,NA,0.98,NA,NA,678,0.98,Rubber or Thermoset Elastomer
563,NA,NA,1,ASTM D 792,NA,681,1,LDPE
564,NA,NA,1.13,ASTM D792,NA,682,1.13,ABS
565,NA,NA,1.13,ASTM D792,NA,682,1.13,PC
566,NA,NA,1.22,ASTM D792,NA,683,1.22,Nylon 66
567,NA,NA,1.04,NA,NA,684,1.04,PP
568,NA,NA,1.36,ASTM D792,NA,686,1.36,Nylon 6
569,NA,NA,0.98,ISO 1183,NA,687,0.98,Thermoplastic Elastomers
570,NA,NA,1.22,ASTM D792,NA,688,1.22,PP
571,NA,NA,0.9,ASTM D792,NA,689,0.9,PP
572,NA,NA,0.96,ASTM D792,NA,690,0.96,PP
573,NA,NA,1.5,ASTM D792,NA,691,1.5,Polybutylene Terephthalate
574,NA,NA,1.32,NA,Dry,694,1.32,Nylon 6
575,NA,NA,0.919,ASTM D1505,NA,695,0.919,LDPE
576,NA,NA,0.952,NA,NA,696,0.952,HDPE
577,NA,NA,1.33,ASTM D792,NA,697,1.33,Vinyl (PVC)
578,1.53,2.03,NA,NA,NA,698,1.78,Rubber or Thermoset Elastomer
579,NA,NA,0.89,ASTM D792,NA,699,0.89,Thermoplastic Elastomers
580,NA,NA,1.18,ASTM D792,NA,700,1.18,Thermoplastic Polyurethane
581,NA,NA,1.18,ASTM D792,NA,700,1.18,Thermoplastic Elastomers
582,NA,NA,1.968,ASTM D1505,NA,701,1.968,Ethylene Vinyl Acetate
583,NA,NA,1.08,DIN 53479,NA,702,1.08,Thermoplastic Elastomers
584,NA,NA,1.03,NA,NA,703,1.03,PP
585,NA,NA,1.37,ASTM D792,NA,704,1.37,Nylon 6
586,NA,NA,1.39,ISO 1183,NA,705,1.39,Nylon 66
587,NA,NA,1.37,ASTM D 792,NA,706,1.37,Polyetheretherketone
588,1.34,1.38,NA,ASTM D-792,NA,707,1.36,Vinyl (PVC)
589,NA,NA,2.15,ISO 12086,NA,708,2.15,PTFE
590,NA,NA,1.24,ASTM D792,NA,709,1.24,PP
591,NA,NA,0.909,ASTM D1505,NA,711,0.909,LDPE
592,NA,NA,1.11,ISO 1183,NA,713,1.11,Thermoplastic Elastomers
593,NA,NA,0.91,ASTM D792,NA,714,0.91,PP
594,NA,NA,1.54,ASTM D792,NA,715,1.54,Polyetherimide 
595,NA,NA,1.54,ISO 1183,NA,715,1.54,Polyetherimide 
596,NA,NA,1.32,NA,NA,716,1.32,Polystyrene
597,NA,NA,1.04,ASTM Data,NA,717,1.04,ABS
598,NA,NA,1.04,DIN 53479,NA,721,1.04,ABS
599,NA,NA,1.04,DIN 53479,NA,721,1.04,Acrylonitrile-Styrene-Acrylate 
600,NA,NA,1.48,ASTM D792,NA,722,1.48,Nylon 6
601,NA,NA,1.04,ASTM D792,NA,724,1.04,Polystyrene
602,NA,NA,0.958,ASTM D792,NA,728,0.958,PP
603,NA,NA,1.13,ASTM D792,NA,729,1.13,Thermoplastic Polyurethane
604,NA,NA,0.89,ASTM D792,NA,731,0.89,Thermoplastic Elastomers
605,NA,NA,1.14,STN EN ISO 1183-1,NA,732,1.14,Nylon 66
606,NA,NA,1.18,NA,NA,733,1.18,Thermoplastic Elastomers
607,NA,NA,1.04,ASTM D792,NA,735,1.04,PP
608,NA,NA,0.961,ASTM D1505,NA,736,0.961,HDPE
609,NA,NA,0.955,ASTM D792,NA,737,0.955,HDPE
610,NA,NA,1.43,NA,NA,738,1.43,Rubber or Thermoset Elastomer
611,NA,NA,1.19,ASTM D792,NA,739,1.19,Thermoplastic Polyurethane
612,NA,NA,1.19,ASTM D792,NA,739,1.19,Thermoplastic Elastomers
613,NA,NA,1.37,ASTM D792,NA,740,1.37,Polybutylene Terephthalate
614,NA,NA,1.29,NA,NA,741,1.29,Polyphenylene Sulfide (PPS)
615,NA,NA,1.27,ASTM D 792,NA,742,1.27,PP
616,NA,NA,6,ASTM D792,NA,743,6,ABS
617,NA,NA,0.928,ISO 1183,NA,745,0.928,HDPE
618,0.9185,0.922,NA,NA,NA,746,0.92025,LDPE
619,NA,NA,1.4,ASTM D792,NA,747,1.4,Vinyl (PVC)
620,NA,NA,1.23,DIN 53.479,NA,749,1.23,Thermoplastic Polyurethane
621,NA,NA,0.9,ASTM D1505,NA,750,0.9,PP
622,NA,NA,0.888,ASTM D792,NA,751,0.888,Thermoplastic Elastomers
623,NA,NA,1.12,NA,NA,753,1.12,Nylon 66
624,NA,NA,3.1,NA,NA,754,3.1,Epoxy
625,NA,NA,1.57,ASTM D792,NA,756,1.57,Phenolic
626,NA,NA,0.942,ASTM D1505,NA,758,0.942,LLDPE
627,NA,NA,1.66,ASTM D792,NA,759,1.66,Polyethylene Terephthalate
628,NA,NA,1.03,ISO R 1183,NA,760,1.03,Nylon 12
629,NA,NA,1.16,ASTM D792,NA,761,1.16,Vinyl (PVC)
630,NA,NA,1.12,ASTM D792,NA,763,1.12,Acrylonitrile-Styrene-Acrylate 
631,NA,NA,0.921,ISO 1183,NA,764,0.921,LDPE
632,NA,NA,1.19,ASTM D 792,NA,765,1.19,PC
633,NA,NA,1.11,ASTM D792,NA,766,1.11,ABS
634,NA,NA,1.07,ASTM D792,NA,767,1.07,Styrene Acrylonitrile (SAN)
635,NA,NA,1.15,ISO 1183,NA,769,1.15,Thermoplastic Elastomers
636,NA,NA,0.909,ASTM D1505,NA,770,0.909,PP
637,NA,NA,1.65,ASTM D792,NA,771,1.65,Polyphenylene Sulfide (PPS)
638,NA,NA,1.35,ASTM D 792,NA,772,1.35,Nylon 6
639,0.01,0.025,NA,NA,NA,773,0.0175,Polystyrene
640,0.886,0.926,NA,ASTM D1505,NA,774,0.906,PP
641,NA,NA,1.1,ASTM D792,NA,776,1.1,Thermoplastic Polyurethane
642,NA,NA,1.1,ASTM D792,NA,776,1.1,Thermoplastic Elastomers
643,NA,NA,1.16,ISO 1183,NA,779,1.16,Nylon 6
644,NA,NA,1.36,ISO 1183,NA,781,1.36,Nylon 6
645,NA,NA,1.37,NA,NA,783,1.37,Nylon 6
646,NA,NA,1.22,ASTM D792,NA,785,1.22,Vinyl (PVC)
647,NA,NA,1.21,ASTM D792,NA,790,1.21,Polybutylene Terephthalate
648,NA,NA,1.21,ASTM D792,NA,790,1.21,PC
649,NA,NA,0.98,ASTM 792,NA,793,0.98,PP
650,NA,NA,1.21,ASTM D 792,NA,795,1.21,Nylon 66
651,NA,NA,1.13,ISO R 1183,NA,796,1.13,Nylon 6
652,NA,NA,1,NA,NA,797,1,LDPE
653,NA,NA,1.49,ASTM D792,NA,798,1.49,Phenolic
654,NA,NA,0.88,ASTM D792,NA,800,0.88,Thermoplastic Elastomers
655,NA,NA,0.97,ASTM D792,NA,801,0.97,PP
656,NA,NA,0.966,ASTM D792,NA,802,0.966,PP
657,NA,NA,1.57,ASTM D792,NA,803,1.57,"Polyimide, Thermoplastic"
658,NA,NA,1.42,ISO 1183,NA,805,1.42,Polyetheretherketone
659,NA,NA,1.32,ASTM D792,NA,807,1.32,Vinyl (PVC)
660,NA,NA,1.22,ASTM D792,NA,808,1.22,Thermoplastic Polyurethane
661,NA,NA,0.94,ISO 2781,NA,809,0.94,Styrene-Butadiene Thermoplastics
662,NA,NA,1.13,ISO 1183,NA,811,1.13,ABS
663,NA,NA,1.13,ISO 1183,NA,811,1.13,PC
664,NA,NA,0.89,ASTM D792,NA,813,0.89,Thermoplastic Elastomers
665,NA,NA,1.4,ISO 1183-A,50% RH,814,1.4,Phenolic
666,NA,NA,1.317,JIS-Z-8807,NA,815,1.317,Vinyl (PVC)
667,NA,NA,1.35,JIS-Z-8807,NA,816,1.35,Thermoplastic Elastomers
668,NA,NA,1.3,ASTM D792,NA,817,1.3,PP
669,NA,NA,1.38,ASTM D792,Dry,818,1.38,Nylon 66
670,NA,NA,0.964,ASTM D1505,NA,819,0.964,HDPE
671,NA,NA,0.87,ASTM D792,NA,823,0.87,Thermoplastic Elastomers
672,NA,NA,1.2,ASTM D792,NA,824,1.2,Vinyl (PVC)
673,NA,NA,1.04,ASTM D792,NA,825,1.04,Thermoplastic Elastomers
674,NA,NA,1.8,ASTM D792,NA,826,1.8,Thermoplastic Elastomers
675,NA,NA,1.54,ASTM D792,NA,828,1.54,Acetal
676,NA,NA,1.36,ASTM D792,NA,829,1.36,PMMA
677,NA,NA,1.36,ASTM D792,NA,829,1.36,PC
678,NA,NA,1.19,ASTM D792,NA,832,1.19,PMMA
679,NA,NA,0.918,ASTM D1505,NA,833,0.918,LLDPE
680,NA,NA,1.035,NA,NA,834,1.035,Silicone
681,1.7,1.85,NA,NA,NA,835,1.775,Thermoset Polyester
682,NA,NA,1.38,NA,NA,836,1.38,Silicone
683,NA,NA,1.36,ASTM D792,NA,837,1.36,Nylon 6
684,NA,NA,1.31,ASTM D792,NA,838,1.31,Polybutylene Terephthalate
685,NA,NA,1.24,STN 64 0111,NA,839,1.24,Nylon 6
686,NA,NA,1.39,ASTM D792,NA,840,1.39,Vinyl (PVC)
687,NA,NA,0.97,ASTM D792,NA,841,0.97,Thermoplastic Elastomers
688,NA,NA,1.22,NA,NA,842,1.22,PP
689,NA,NA,2,ASTM D792A,NA,843,2,Phenolic
690,NA,NA,0.91,ASTM D792,NA,844,0.91,Thermoplastic Elastomers
691,0.95,NA,NA,ISO.1183 DN.53479,NA,845,NA,HDPE
692,NA,NA,0.952,ASTM D1505,NA,846,0.952,HDPE
693,NA,NA,0.905,ISO 1183,NA,847,0.905,PP
694,NA,NA,1.12,ASTM D792,NA,848,1.12,PP
695,NA,NA,1.15,ASTM D792,NA,849,1.15,ABS
696,NA,NA,1.15,ASTM D792,NA,849,1.15,PC
697,NA,NA,0.92,ASTM D1505,NA,851,0.92,LLDPE
698,NA,NA,1.13,ISO 1183,NA,853,1.13,Nylon 66
699,NA,NA,1.69,ASTM D 792,NA,854,1.69,Nylon 66
700,NA,NA,1.01,NA,NA,855,1.01,Polystyrene
701,NA,NA,1.1,ASTM D792,NA,856,1.1,Thermoplastic Elastomers
702,NA,NA,0.95,ISO 1183,NA,859,0.95,Ethylene Vinyl Acetate
703,NA,NA,0.924,ASTM D792,NA,861,0.924,LDPE
704,NA,NA,1.11,ASTM D792,NA,862,1.11,PP
705,NA,NA,1.45,ASTM D 792,NA,863,1.45,Polyethersulfone
706,NA,NA,1.01,ASTM D792,NA,867,1.01,Thermoplastic Elastomers
707,NA,NA,1.35,ISO 1183,NA,868,1.35,Nylon 6
708,NA,NA,1.26,ASTM D 792,NA,869,1.26,Nylon 11
709,NA,NA,1.17,ASTM D792,NA,871,1.17,PC
710,NA,NA,0.96,ASTM D1505,NA,872,0.96,HDPE
711,NA,NA,1.5,ASTM D4441,NA,873,1.5,PFA
712,NA,NA,1.28,ASTM D792,NA,874,1.28,ABS
713,NA,NA,1.28,ASTM D792,NA,874,1.28,PC
714,NA,NA,1.05,NA,NA,879,1.05,Polystyrene
715,NA,NA,1.05,NA,NA,880,1.05,ABS
716,NA,NA,1.39,ISO 1183,NA,881,1.39,Nylon 6
717,NA,NA,1.08,NA,NA,882,1.08,AcrylicCyanoacrylate Adhesive
718,NA,NA,1.23,ASTM D792,NA,883,1.23,Vinyl (PVC)
719,NA,NA,1.23,ASTM D792,NA,883,1.23,Thermoplastic Elastomers
720,NA,NA,1.3,ASTM D 792,NA,884,1.3,Styrene Acrylonitrile (SAN)
721,NA,NA,0.916,ASTM D1505/D792,NA,885,0.916,LLDPE
722,NA,NA,1.34,ASTM D792,NA,886,1.34,Vinyl (PVC)
723,NA,NA,0.98,NA,NA,887,0.98,Rubber or Thermoset Elastomer
724,2.12,2.17,NA,ASTM D792,NA,888,2.145,PFA
725,NA,NA,0.93,ASTM D1505,NA,889,0.93,Ethylene Vinyl Acetate
726,NA,NA,1.46,TM R050-16,NA,890,1.46,Epoxy
727,0.96,1,NA,NA,NA,891,0.98,Silicone
728,NA,NA,1.15,ISO 1183/1,NA,892,1.15,Ionomer
729,NA,NA,1.12,NA,NA,893,1.12,PP
730,NA,NA,1.33,NA,dry,894,1.33,Nylon 66
731,NA,NA,1.13,ASTM D792,NA,895,1.13,ABS
732,NA,NA,1.13,ASTM D792,NA,895,1.13,PC
733,NA,NA,1.35,NA,NA,897,1.35,Silicone
734,NA,NA,1.3,ASTM D792,NA,898,1.3,ABS
735,NA,NA,1.2,ISO 1183,NA,900,1.2,PC
736,NA,NA,0.954,ASTM D4883,NA,901,0.954,HDPE
737,NA,NA,1.23,ISO 1183,dry,902,1.23,Nylon 6
738,1.275,2.125,NA,ASTM D792,NA,904,1.7,Silicone
739,NA,NA,1.52,ISO 1183,NA,905,1.52,Polybutylene Terephthalate
740,NA,NA,1.21,ASTM D792,NA,906,1.21,Acrylonitrile-Styrene-Acrylate 
741,NA,NA,1.49,ASTM D792,NA,907,1.49,Polybutylene Terephthalate
742,NA,NA,1.45,NA,NA,908,1.45,Rubber or Thermoset Elastomer
743,NA,NA,0.19,ASTM D3574,NA,909,0.19,PP
744,NA,NA,1.88,ASTM 792,NA,910,1.88,Thermoplastic Elastomers
745,1.3,1.34,NA,ASTM D-792,NA,911,1.32,Vinyl (PVC)
746,NA,NA,1.14,ISO 2811,NA,912,1.14,Epoxy
747,1.21,1.25,NA,ISO R 1183,NA,913,1.23,Vinyl (PVC)
748,NA,NA,1.65,ISO 1183,NA,915,1.65,Polyphthalamide (PPA)
749,NA,NA,1.27,ASTM D792,NA,916,1.27,Nylon 66
750,NA,NA,1.27,ISO 1183,NA,916,1.27,Nylon 66
751,NA,NA,1.46,ASTM D 792,NA,918,1.46,Nylon 66
752,NA,NA,1.39,ASTM D792,NA,919,1.39,ABS
753,NA,NA,1.39,ASTM D792,NA,919,1.39,Polybutylene Terephthalate
754,NA,NA,1.4,ASTM D-792,NA,920,1.4,Vinyl (PVC)
755,NA,NA,1.3,ASTM D 792,NA,923,1.3,Polyetheretherketone
756,NA,NA,1.39,ISO 1183,NA,924,1.39,Thermoplastic Elastomers
757,NA,NA,0.952,NA,NA,926,0.952,HDPE
758,NA,NA,1.3,ASTM D792,NA,928,1.3,Nylon 612
759,NA,NA,1.3,ISO 1183,NA,928,1.3,Nylon 612
760,NA,NA,1.43,ASTM D792,NA,932,1.43,PC
761,0.88,0.92,NA,ASTM D792,NA,934,0.9,Thermoplastic Elastomers
762,NA,NA,1.2,NA,NA,935,1.2,Silicone
763,NA,NA,1.18,ISO 1183,NA,936,1.18,Nylon 66
764,NA,NA,1.31,STN 64 0111,NA,937,1.31,Polybutylene Terephthalate
765,NA,NA,0.95,ASTM D792,NA,938,0.95,Thermoplastic Elastomers
766,NA,NA,1.31,ASTM D792,NA,939,1.31,Polyetheretherketone
767,1.32,1.38,NA,IS 867-1963,Molding,941,1.35,Phenolic
768,NA,NA,0.92,ISO 1183,NA,942,0.92,PP
769,NA,NA,1.25,NA,NA,944,1.25,Vinyl (PVC)
770,NA,NA,1.5,ASTM D-792,NA,946,1.5,Vinyl (PVC)
771,NA,NA,0.91,ASTM 792,NA,947,0.91,Thermoplastic Elastomers
772,NA,NA,1.41,ASTM D 792,NA,949,1.41,Nylon 66
773,1.18,1.22,NA,ASTM D-792,NA,950,1.2,Vinyl (PVC)
774,NA,NA,1.04,ASTM D792,NA,951,1.04,ABS
